ProteinID(Uniprot) DiseaseID(Uniprot) DiseaseID(OMIM) DiseaseID(MeSH) 
ELOV4_HUMAN DI-04188 OMIM:133190 MeSH:D020754 
ELOV4_HUMAN DI-04188 OMIM:133190 MeSH:D056266 
ELOV5_HUMAN DI-04196 OMIM:615957 MeSH:D020754 
ELP1_HUMAN DI-01566 OMIM:223900 MeSH:D004402 
ELP2_HUMAN DI-04902 OMIM:617270 MeSH:D008607 
ELP3_HUMAN DI-00107 OMIM:105400 MeSH:D000690 
ELP4_HUMAN DI-04858 OMIM:617141 MeSH:D015783 
EMAL1_HUMAN DI-04829 OMIM:600348 MeSH:D054221 
EMC10_HUMAN DI-06069 OMIM:619264 MeSH:D065886 
EMC1_HUMAN DI-04673 OMIM:616875 MeSH:D002526 
EMC1_HUMAN DI-04673 OMIM:616875 MeSH:D019636 
EMD_HUMAN DI-02444 OMIM:310300 MeSH:D020389 
EMP2_HUMAN DI-04133 OMIM:615861 MeSH:D009404 
ENAM_HUMAN DI-00089 OMIM:104500 MeSH:D000567 
ENOB_HUMAN DI-02013 OMIM:612932 MeSH:D006008 
ENPP1_HUMAN DI-02060 OMIM:125853 MeSH:D003924 
ENPP1_HUMAN DI-03946 OMIM:615522 MeSH:D007645 
ENPP1_HUMAN DI-02785 OMIM:613312 MeSH:D012279 
ENPP1_HUMAN DI-03946 OMIM:615522 MeSH:D017496 
ENPP1_HUMAN DI-02820 OMIM:602475 MeSH:D017887 
ENPP1_HUMAN DI-01806 OMIM:208000 MeSH:D061205 
ENTP1_HUMAN DI-04056 OMIM:615683 MeSH:D015419 
EOGT_HUMAN DI-03817 OMIM:615297 MeSH:D004476 
EOGT_HUMAN DI-03817 OMIM:615297 MeSH:D017880 
EP300_HUMAN DI-05488 OMIM:618333 MeSH:D000015 
EP300_HUMAN DI-02976 OMIM:613684 MeSH:D012415 
EPAS1_HUMAN DI-00482 OMIM:611783 MeSH:D011086 
EPCAM_HUMAN DI-02724 OMIM:613244 MeSH:D003123 
EPCAM_HUMAN DI-02845 OMIM:613217 MeSH:D003968 
EPG5_HUMAN DI-03646 OMIM:242840 MeSH:D002386 
EPG5_HUMAN DI-03646 OMIM:242840 MeSH:D007153 
EPG5_HUMAN DI-03646 OMIM:242840 MeSH:D061085 
EPHA2_HUMAN DI-02506 OMIM:116600 MeSH:D002386 
EPHA3_HUMAN DI-01359 OMIM:114500 MeSH:D015179 
EPHB2_HUMAN DI-05589 OMIM:618462 MeSH:D001791 
EPHB2_HUMAN DI-05589 OMIM:618462 MeSH:D006470 
EPHB2_HUMAN DI-02663 OMIM:176807 MeSH:D011471 
EPHB4_HUMAN DI-04930 OMIM:617300 MeSH:D008209 
EPHB4_HUMAN DI-05392 OMIM:618196 MeSH:D054079 
EPM2A_HUMAN DI-00954 OMIM:254780 MeSH:D020192 
EPOR_HUMAN DI-00479 OMIM:133100 MeSH:D011086 
EPO_HUMAN DI-05215 OMIM:617907 MeSH:D011086 
EPO_HUMAN DI-05222 OMIM:617911 MeSH:D029503 
EPO_HUMAN DI-02755 OMIM:612623 MeSH:D048909 
EPS8_HUMAN DI-04190 OMIM:615974 MeSH:D006319 
EPT1_HUMAN DI-05755 OMIM:618768 MeSH:D015419 
ERAL1_HUMAN DI-05039 OMIM:617565 MeSH:D006319 
ERAL1_HUMAN DI-05039 OMIM:617565 MeSH:D023961 
ERBB2_HUMAN DI-02566 OMIM:137800 MeSH:D005910 
ERBB2_HUMAN DI-02205 OMIM:211980 MeSH:D008175 
ERBB2_HUMAN DI-01655 OMIM:167000 MeSH:D010051 
ERBB2_HUMAN DI-02971 OMIM:613659 MeSH:D013274 
ERBB3_HUMAN DI-00645 OMIM:607598 MeSH:D001176 
ERBB3_HUMAN DI-05396 OMIM:133180 MeSH:D004915 
ERBB4_HUMAN DI-03940 OMIM:615515 MeSH:D000690 
ERCC1_HUMAN DI-00260 OMIM:610758 MeSH:D001176 
ERCC1_HUMAN DI-00260 OMIM:610758 MeSH:D002386 
ERCC1_HUMAN DI-00260 OMIM:610758 MeSH:D005124 
ERCC1_HUMAN DI-00260 OMIM:610758 MeSH:D008831 
ERCC2_HUMAN DI-00259 OMIM:610756 MeSH:D001176 
ERCC2_HUMAN DI-00259 OMIM:610756 MeSH:D002386 
ERCC2_HUMAN DI-00259 OMIM:610756 MeSH:D005124 
ERCC2_HUMAN DI-00259 OMIM:610756 MeSH:D008831 
ERCC2_HUMAN DI-01158 OMIM:278730 MeSH:D014983 
ERCC2_HUMAN DI-01104 OMIM:601675 MeSH:D054463 
ERCC3_HUMAN DI-01156 OMIM:610651 MeSH:D014983 
ERCC3_HUMAN DI-04433 OMIM:616390 MeSH:D054463 
ERCC5_HUMAN DI-04514 OMIM:616570 MeSH:D001176 
ERCC5_HUMAN DI-04514 OMIM:616570 MeSH:D002386 
ERCC5_HUMAN DI-04514 OMIM:616570 MeSH:D005124 
ERCC5_HUMAN DI-04514 OMIM:616570 MeSH:D008831 
ERCC5_HUMAN DI-01161 OMIM:278780 MeSH:D014983 
ERCC6_HUMAN DI-00258 OMIM:214150 MeSH:D001176 
ERCC6_HUMAN DI-00258 OMIM:214150 MeSH:D002386 
ERCC6_HUMAN DI-00312 OMIM:133540 MeSH:D003057 
ERCC6_HUMAN DI-00258 OMIM:214150 MeSH:D005124 
ERCC6_HUMAN DI-02999 OMIM:613761 MeSH:D008268 
ERCC6_HUMAN DI-00389 OMIM:278800 MeSH:D008607 
ERCC6_HUMAN DI-00258 OMIM:214150 MeSH:D008831 
ERCC6_HUMAN DI-00389 OMIM:278800 MeSH:D014983 
ERCC6_HUMAN DI-02407 OMIM:600630 MeSH:D052245 
ERCC8_HUMAN DI-00311 OMIM:216400 MeSH:D003057 
ERCC8_HUMAN DI-03443 OMIM:614621 MeSH:D052245 
ERD22_HUMAN DI-05995 OMIM:619131 MeSH:D010013 
ERF_HUMAN DI-03809 OMIM:600775 MeSH:D003398 
ERF_HUMAN DI-04884 OMIM:617180 MeSH:D017880 
ERF_HUMAN DI-04884 OMIM:617180 MeSH:D055091 
ERGI1_HUMAN DI-05199 OMIM:208100 MeSH:D001176 
ERG_HUMAN DI-02610 OMIM:612219 MeSH:D012512 
ERLN1_HUMAN DI-04732 OMIM:615681 MeSH:D015419 
ERLN2_HUMAN DI-03411 OMIM:611225 MeSH:D015419 
ERR2_HUMAN DI-00872 OMIM:608565 MeSH:D003638 
ES8L2_HUMAN DI-05056 OMIM:617637 MeSH:D006319 
ES8L3_HUMAN DI-05779 OMIM:612841 MeSH:D007039 
ESCO2_HUMAN DI-02272 OMIM:268300 MeSH:D004480 
ESCO2_HUMAN DI-02272 OMIM:268300 MeSH:D008607 
ESCO2_HUMAN DI-06066 OMIM:216100 MeSH:D009958 
ESCO2_HUMAN DI-02272 OMIM:268300 MeSH:D019465 
ESPN_HUMAN DI-02065 OMIM:609006 MeSH:D006319 
ESPN_HUMAN DI-05680 OMIM:618632 MeSH:D052245 
ESR1_HUMAN DI-03869 OMIM:615363 MeSH:D004351 
ESR2_HUMAN DI-05386 OMIM:618187 MeSH:D023961 
ESRP1_HUMAN DI-05261 OMIM:618013 MeSH:D006319 
ETFA_HUMAN DI-00513 OMIM:231680 MeSH:D054069 
ETFB_HUMAN DI-00513 OMIM:231680 MeSH:D054069 
ETFD_HUMAN DI-00513 OMIM:231680 MeSH:D054069 
ETV1_HUMAN DI-02610 OMIM:612219 MeSH:D012512 
ETV6_HUMAN DI-04335 OMIM:616216 MeSH:D013921 
ETV6_HUMAN DI-01171 OMIM:601626 MeSH:D015470 
EVC_HUMAN DI-00029 OMIM:193530 MeSH:D004413 
EVC_HUMAN DI-00449 OMIM:225500 MeSH:D004613 
EWS_HUMAN DI-02610 OMIM:612219 MeSH:D012512 
EWS_HUMAN DI-02611 OMIM:612160 MeSH:D051677 
EXC6B_HUMAN DI-05541 OMIM:618395 MeSH:D010009 
EXOC2_HUMAN DI-06096 OMIM:619306 MeSH:D065886 
EXOC7_HUMAN DI-05952 OMIM:619072 MeSH:D065886 
EXOC8_HUMAN DI-05953 OMIM:619076 MeSH:D065886 
EXOS1_HUMAN DI-06093 OMIM:619304 MeSH:D002526 
EXOS2_HUMAN DI-05141 OMIM:617763 MeSH:D000015 
EXOS3_HUMAN DI-03477 OMIM:614678 MeSH:D002526 
EXOS8_HUMAN DI-04273 OMIM:616081 MeSH:D002526 
EXOS9_HUMAN DI-05293 OMIM:618065 MeSH:D002526 
EXPH5_HUMAN DI-03676 OMIM:615028 MeSH:D004820 
EXT1_HUMAN DI-02741 OMIM:215300 MeSH:D002813 
EXT2_HUMAN DI-04595 OMIM:616682 MeSH:D000015 
EXT2_HUMAN DI-02006 OMIM:601224 MeSH:D002872 
EXTL3_HUMAN DI-04990 OMIM:617425 MeSH:D010009 
EXTL3_HUMAN DI-04990 OMIM:617425 MeSH:D065886 
EYA1_HUMAN DI-02112 OMIM:166780 MeSH:D000015 
EYA1_HUMAN DI-01295 OMIM:602588 MeSH:D003638 
EYA1_HUMAN DI-03442 OMIM:602588 MeSH:D005124 
EYA1_HUMAN DI-01297 OMIM:113650 MeSH:D019280 
EYA4_HUMAN DI-00217 OMIM:605362 MeSH:D002311 
EYA4_HUMAN DI-00840 OMIM:601316 MeSH:D006319 
EYS_HUMAN DI-00987 OMIM:602772 MeSH:D012174 
EZH2_HUMAN DI-01141 OMIM:277590 MeSH:D006130 
F111A_HUMAN DI-03712 OMIM:602361 MeSH:D001848 
F111A_HUMAN DI-03711 OMIM:127000 MeSH:D006958 
F111A_HUMAN DI-03712 OMIM:602361 MeSH:D019465 
F111B_HUMAN DI-04046 OMIM:615704 MeSH:D003286 
F111B_HUMAN DI-04046 OMIM:615704 MeSH:D009135 
F111B_HUMAN DI-04046 OMIM:615704 MeSH:D011658 
F13A_HUMAN DI-01543 OMIM:613225 MeSH:D005177 
F13B_HUMAN DI-02829 OMIM:613235 MeSH:D005177 
F149B_HUMAN DI-05752 OMIM:618763 MeSH:D002526 
F149B_HUMAN DI-05752 OMIM:618763 MeSH:D005124 
F149B_HUMAN DI-05752 OMIM:618763 MeSH:D052177 
F161A_HUMAN DI-02911 OMIM:606068 MeSH:D012174 
F16P1_HUMAN DI-01634 OMIM:229700 MeSH:D015319 
FA10_HUMAN DI-03028 OMIM:227600 MeSH:D005171 
FA11_HUMAN DI-01542 OMIM:612416 MeSH:D005173 
FA12_HUMAN DI-00487 OMIM:234000 MeSH:D005175 
FA12_HUMAN DI-00544 OMIM:610618 MeSH:D056828 
FA20A_HUMAN DI-04208 OMIM:204690 MeSH:D000567 
FA20A_HUMAN DI-04208 OMIM:204690 MeSH:D005351 
FA2H_HUMAN DI-02936 OMIM:612319 MeSH:D015419 
FA50A_HUMAN DI-05903 OMIM:300261 MeSH:D038901 
FA5_HUMAN DI-03350 OMIM:614389 MeSH:D000026 
FA5_HUMAN DI-00486 OMIM:227400 MeSH:D005166 
FA5_HUMAN DI-01300 OMIM:600880 MeSH:D006502 
FA5_HUMAN DI-01101 OMIM:188055 MeSH:D020016 
FA7_HUMAN DI-01541 OMIM:227500 MeSH:D005168 
FA83H_HUMAN DI-00093 OMIM:130900 MeSH:D000567 
FA8_HUMAN DI-01705 OMIM:306700 MeSH:D006467 
FA9_HUMAN DI-02248 OMIM:306900 MeSH:D002836 
FA9_HUMAN DI-05867 OMIM:301052 MeSH:D004351 
FA9_HUMAN DI-02524 OMIM:300807 MeSH:D019851 
FAAA_HUMAN DI-01107 OMIM:276700 MeSH:D020176 
FACD2_HUMAN DI-02763 OMIM:227646 MeSH:D005199 
FACE1_HUMAN DI-01933 OMIM:608612 MeSH:D008060 
FACE1_HUMAN DI-01933 OMIM:608612 MeSH:D019588 
FACE1_HUMAN DI-01933 OMIM:608612 MeSH:D030981 
FACR1_HUMAN DI-06115 OMIM:619338 MeSH:D002386 
FACR1_HUMAN DI-06115 OMIM:619338 MeSH:D009461 
FACR1_HUMAN DI-04305 OMIM:616154 MeSH:D018901 
FAD1_HUMAN DI-04783 OMIM:255100 MeSH:D009136 
FADD_HUMAN DI-03003 OMIM:613759 MeSH:D007160 
FAKD2_HUMAN DI-05822 OMIM:618855 MeSH:D028361 
FAN1_HUMAN DI-03532 OMIM:614817 MeSH:D009395 
FANCA_HUMAN DI-01599 OMIM:227650 MeSH:D005199 
FANCB_HUMAN DI-01600 OMIM:300514 MeSH:D005199 
FANCC_HUMAN DI-03112 OMIM:227645 MeSH:D005199 
FANCE_HUMAN DI-03117 OMIM:600901 MeSH:D005199 
FANCF_HUMAN DI-03058 OMIM:603467 MeSH:D005199 
FANCG_HUMAN DI-03136 OMIM:614082 MeSH:D005199 
FANCI_HUMAN DI-01602 OMIM:609053 MeSH:D005199 
FANCJ_HUMAN DI-02602 OMIM:114480 MeSH:D001943 
FANCJ_HUMAN DI-01603 OMIM:609054 MeSH:D005199 
FANCL_HUMAN DI-03153 OMIM:614083 MeSH:D005199 
FANCM_HUMAN DI-05308 OMIM:618086 MeSH:D007248 
FANCM_HUMAN DI-05319 OMIM:618096 MeSH:D016649 
FAT2_HUMAN DI-05143 OMIM:617769 MeSH:D020754 
FAT4_HUMAN DI-03983 OMIM:615546 MeSH:D000015 
FAT4_HUMAN DI-04238 OMIM:616006 MeSH:D008201 
FAT4_HUMAN DI-04238 OMIM:616006 MeSH:D008209 
FAT4_HUMAN DI-03983 OMIM:615546 MeSH:D008607 
FBLN4_HUMAN DI-03318 OMIM:614437 MeSH:D003483 
FBLN5_HUMAN DI-04612 OMIM:608895 MeSH:D002607 
FBLN5_HUMAN DI-01236 OMIM:219100 MeSH:D003483 
FBLN5_HUMAN DI-00057 OMIM:608895 MeSH:D008268 
FBN1_HUMAN DI-03225 OMIM:102370 MeSH:D001848 
FBN1_HUMAN DI-03224 OMIM:614185 MeSH:D004392 
FBN1_HUMAN DI-01839 OMIM:129600 MeSH:D004479 
FBN1_HUMAN DI-04689 OMIM:616914 MeSH:D008060 
FBN1_HUMAN DI-00699 OMIM:154700 MeSH:D008382 
FBN1_HUMAN DI-02823 OMIM:184900 MeSH:D012873 
FBN1_HUMAN DI-01142 OMIM:608328 MeSH:D056846 
FBN2_HUMAN DI-01397 OMIM:121050 MeSH:D001176 
FBN2_HUMAN DI-04285 OMIM:616118 MeSH:D008268 
FBW1B_HUMAN DI-05858 OMIM:618914 MeSH:D009140 
FBW1B_HUMAN DI-05858 OMIM:618914 MeSH:D065886 
FBX11_HUMAN DI-05311 OMIM:618089 MeSH:D065886 
FBX31_HUMAN DI-04220 OMIM:615979 MeSH:D008607 
FBX38_HUMAN DI-03987 OMIM:615575 MeSH:D009134 
FBX7_HUMAN DI-02139 OMIM:260300 MeSH:D020734 
FBXL3_HUMAN DI-05547 OMIM:606220 MeSH:D000015 
FBXL4_HUMAN DI-03915 OMIM:615471 MeSH:D017237 
FBXW4_HUMAN DI-02327 OMIM:246560 MeSH:D017880 
FCG2B_HUMAN DI-02648 OMIM:152700 MeSH:D008180 
FCG3A_HUMAN DI-04050 OMIM:615707 MeSH:D007153 
FCHO1_HUMAN DI-06026 OMIM:619164 MeSH:D007153 
FCN3_HUMAN DI-03103 OMIM:613860 MeSH:D007153 
FCRL3_HUMAN DI-02692 OMIM:180300 MeSH:D001172 
FDFT_HUMAN DI-05357 OMIM:618156 MeSH:D008661 
FERM1_HUMAN DI-01865 OMIM:173650 MeSH:D012868 
FETA_HUMAN DI-04204 OMIM:615969 MeSH:D008661 
FETUA_HUMAN DI-05180 OMIM:203650 MeSH:D000505 
FETUA_HUMAN DI-05180 OMIM:203650 MeSH:D008607 
FEV_HUMAN DI-01096 OMIM:272120 MeSH:D013398 
FEZF1_HUMAN DI-04228 OMIM:616030 MeSH:D007006 
FGD1_HUMAN DI-00012 OMIM:305400 MeSH:D001289 
FGD4_HUMAN DI-00290 OMIM:609311 MeSH:D002607 
FGF10_HUMAN DI-00627 OMIM:149730 MeSH:D007766 
FGF10_HUMAN DI-00627 OMIM:149730 MeSH:D014071 
FGF10_HUMAN DI-01199 OMIM:180920 MeSH:D014987 
FGF10_HUMAN DI-00627 OMIM:149730 MeSH:D017880 
FGF10_HUMAN DI-00627 OMIM:149730 MeSH:D034381 
FGF12_HUMAN DI-04846 OMIM:617166 MeSH:D013036 
FGF13_HUMAN DI-06025 OMIM:301058 MeSH:D013036 
FGF14_HUMAN DI-01080 OMIM:609307 MeSH:D020754 
FGF16_HUMAN DI-03931 OMIM:309630 MeSH:D006228 
FGF17_HUMAN DI-03771 OMIM:615270 MeSH:D007006 
FGF20_HUMAN DI-04110 OMIM:615721 MeSH:D007674 
FGF23_HUMAN DI-05253 OMIM:617993 MeSH:D002114 
FGF23_HUMAN DI-01212 OMIM:193100 MeSH:D012279 
FGF23_HUMAN DI-05253 OMIM:617993 MeSH:D015576 
FGF23_HUMAN DI-05253 OMIM:617993 MeSH:D054559 
FGF5_HUMAN DI-04213 OMIM:190330 MeSH:D005128 
FGF8_HUMAN DI-00622 OMIM:612702 MeSH:D017436 
FGF9_HUMAN DI-02564 OMIM:612961 MeSH:D013580 
FGFR1_HUMAN DI-00924 OMIM:101600 MeSH:D000168 
FGFR1_HUMAN DI-03909 OMIM:615465 MeSH:D002971 
FGFR1_HUMAN DI-03909 OMIM:615465 MeSH:D002972 
FGFR1_HUMAN DI-00602 OMIM:123150 MeSH:D003398 
FGFR1_HUMAN DI-00602 OMIM:123150 MeSH:D005532 
FGFR1_HUMAN DI-03909 OMIM:615465 MeSH:D006228 
FGFR1_HUMAN DI-04665 OMIM:613001 MeSH:D008068 
FGFR1_HUMAN DI-03909 OMIM:615465 MeSH:D008607 
FGFR1_HUMAN DI-03909 OMIM:615465 MeSH:D016142 
FGFR1_HUMAN DI-00618 OMIM:147950 MeSH:D017436 
FGFR1_HUMAN DI-04665 OMIM:613001 MeSH:D020752 
FGFR2_HUMAN DI-01270 OMIM:123790 MeSH:D000052 
FGFR2_HUMAN DI-00131 OMIM:101200 MeSH:D000168 
FGFR2_HUMAN DI-03429 OMIM:614592 MeSH:D001848 
FGFR2_HUMAN DI-00383 OMIM:123500 MeSH:D003394 
FGFR2_HUMAN DI-00602 OMIM:123150 MeSH:D003398 
FGFR2_HUMAN DI-00602 OMIM:123150 MeSH:D005532 
FGFR2_HUMAN DI-00627 OMIM:149730 MeSH:D007766 
FGFR2_HUMAN DI-01270 OMIM:123790 MeSH:D012868 
FGFR2_HUMAN DI-00627 OMIM:149730 MeSH:D014071 
FGFR2_HUMAN DI-00627 OMIM:149730 MeSH:D017880 
FGFR2_HUMAN DI-00627 OMIM:149730 MeSH:D034381 
FGFR2_HUMAN DI-00125 OMIM:207410 MeSH:D054882 
FGFR3_HUMAN DI-00021 OMIM:100800 MeSH:D000130 
FGFR3_HUMAN DI-02612 OMIM:109800 MeSH:D001749 
FGFR3_HUMAN DI-01312 OMIM:610474 MeSH:D001848 
FGFR3_HUMAN DI-02838 OMIM:603956 MeSH:D002583 
FGFR3_HUMAN DI-00784 OMIM:602849 MeSH:D003398 
FGFR3_HUMAN DI-01312 OMIM:610474 MeSH:D006228 
FGFR3_HUMAN DI-00627 OMIM:149730 MeSH:D007766 
FGFR3_HUMAN DI-02700 OMIM:254500 MeSH:D009101 
FGFR3_HUMAN DI-02749 OMIM:273300 MeSH:D013736 
FGFR3_HUMAN DI-02363 OMIM:187600 MeSH:D013796 
FGFR3_HUMAN DI-00627 OMIM:149730 MeSH:D014071 
FGFR3_HUMAN DI-00625 OMIM:182000 MeSH:D017492 
FGFR3_HUMAN DI-00627 OMIM:149730 MeSH:D017880 
FGFR3_HUMAN DI-02749 OMIM:273300 MeSH:D018239 
FGFR3_HUMAN DI-00627 OMIM:149730 MeSH:D034381 
FGGY_HUMAN DI-00107 OMIM:105400 MeSH:D000690 
FHL1_HUMAN DI-02458 OMIM:300717 MeSH:D009135 
FHL1_HUMAN DI-02455 OMIM:300696 MeSH:D009136 
FHL1_HUMAN DI-05127 OMIM:300280 MeSH:D009140 
FHL1_HUMAN DI-05127 OMIM:300280 MeSH:D009202 
FHL1_HUMAN DI-02442 OMIM:300695 MeSH:D020389 
FHR1_HUMAN DI-01704 OMIM:235400 MeSH:D006463 
FHR3_HUMAN DI-01704 OMIM:235400 MeSH:D006463 
FHR5_HUMAN DI-03555 OMIM:614809 MeSH:D005921 
FIBA_HUMAN DI-04218 OMIM:616004 MeSH:D025861 
FIBA_HUMAN DI-00104 OMIM:105200 MeSH:D028226 
FIBB_HUMAN DI-04218 OMIM:616004 MeSH:D025861 
FIBG_HUMAN DI-04218 OMIM:616004 MeSH:D025861 
FIBP_HUMAN DI-04839 OMIM:617107 MeSH:D000015 
FIBP_HUMAN DI-04839 OMIM:617107 MeSH:D001848 
FIG4_HUMAN DI-00115 OMIM:612577 MeSH:D000690 
FIG4_HUMAN DI-00291 OMIM:611228 MeSH:D002607 
FIG4_HUMAN DI-03789 OMIM:216340 MeSH:D002973 
FIG4_HUMAN DI-03789 OMIM:216340 MeSH:D008844 
FIG4_HUMAN DI-03789 OMIM:216340 MeSH:D017880 
FIG4_HUMAN DI-04237 OMIM:612691 MeSH:D065706 
FIGLA_HUMAN DI-02196 OMIM:612310 MeSH:D016649 
FILA2_HUMAN DI-05307 OMIM:618084 MeSH:D003873 
FILA_HUMAN DI-01194 OMIM:605803 MeSH:D003876 
FILA_HUMAN DI-00591 OMIM:146700 MeSH:D016112 
FINC_HUMAN DI-05167 OMIM:184255 MeSH:D010009 
FITM2_HUMAN DI-05681 OMIM:618635 MeSH:D000015 
FKB10_HUMAN DI-03760 OMIM:259450 MeSH:D001176 
FKB10_HUMAN DI-03760 OMIM:259450 MeSH:D010009 
FKB10_HUMAN DI-03069 OMIM:610968 MeSH:D010013 
FKB14_HUMAN DI-03408 OMIM:614557 MeSH:D004535 
FKB14_HUMAN DI-03408 OMIM:614557 MeSH:D034381 
FKRP_HUMAN DI-01409 OMIM:606612 MeSH:D009136 
FKRP_HUMAN DI-00666 OMIM:607155 MeSH:D049288 
FKRP_HUMAN DI-02953 OMIM:613153 MeSH:D058494 
FKTN_HUMAN DI-00227 OMIM:611615 MeSH:D002311 
FKTN_HUMAN DI-02728 OMIM:613152 MeSH:D009136 
FKTN_HUMAN DI-00669 OMIM:611588 MeSH:D049288 
FKTN_HUMAN DI-00364 OMIM:253800 MeSH:D058494 
FLCN_HUMAN DI-02254 OMIM:144700 MeSH:D002292 
FLCN_HUMAN DI-00190 OMIM:135150 MeSH:D058249 
FLI1_HUMAN DI-04984 OMIM:617443 MeSH:D001791 
FLI1_HUMAN DI-04984 OMIM:617443 MeSH:D006470 
FLI1_HUMAN DI-02610 OMIM:612219 MeSH:D012512 
FLNA_HUMAN DI-02914 OMIM:300244 MeSH:D001848 
FLNA_HUMAN DI-02915 OMIM:314400 MeSH:D006349 
FLNA_HUMAN DI-02438 OMIM:300048 MeSH:D007418 
FLNA_HUMAN DI-01631 OMIM:305620 MeSH:D010009 
FLNA_HUMAN DI-03734 OMIM:300048 MeSH:D012778 
FLNA_HUMAN DI-00910 OMIM:300049 MeSH:D054091 
FLNB_HUMAN DI-01214 OMIM:150250 MeSH:D002972 
FLNB_HUMAN DI-01214 OMIM:150250 MeSH:D004204 
FLNB_HUMAN DI-00142 OMIM:108720 MeSH:D010009 
FLNB_HUMAN DI-01214 OMIM:150250 MeSH:D019465 
FLNC_HUMAN DI-04772 OMIM:617047 MeSH:D002313 
FLNC_HUMAN DI-01208 OMIM:609524 MeSH:D020914 
FLNC_HUMAN DI-04771 OMIM:617047 MeSH:D024741 
FLNC_HUMAN DI-03144 OMIM:614065 MeSH:D049310 
FLRT3_HUMAN DI-03772 OMIM:615271 MeSH:D007006 
FLT3_HUMAN DI-01171 OMIM:601626 MeSH:D015470 
FLVC1_HUMAN DI-03015 OMIM:609033 MeSH:D001259 
FLVC1_HUMAN DI-03015 OMIM:609033 MeSH:D012174 
FLVC2_HUMAN DI-02824 OMIM:225790 MeSH:D006832 
FMN2_HUMAN DI-04311 OMIM:616193 MeSH:D008607 
FMR1_HUMAN DI-01625 OMIM:300624 MeSH:D005600 
FMR1_HUMAN DI-02518 OMIM:311360 MeSH:D016649 
FMT_HUMAN DI-03631 OMIM:614947 MeSH:D028361 
FOG2_HUMAN DI-01424 OMIM:217095 MeSH:D004310 
FOG2_HUMAN DI-04251 OMIM:616067 MeSH:D006061 
FOG2_HUMAN DI-02362 OMIM:187500 MeSH:D013771 
FOG2_HUMAN DI-01424 OMIM:217095 MeSH:D014339 
FOLR1_HUMAN DI-02630 OMIM:613068 MeSH:D019636 
FOXC1_HUMAN DI-01832 OMIM:601631 MeSH:D005124 
FOXC1_HUMAN DI-01266 OMIM:602482 MeSH:D006319 
FOXC1_HUMAN DI-01266 OMIM:602482 MeSH:D006330 
FOXC2_HUMAN DI-00690 OMIM:153400 MeSH:D008209 
FOXD3_HUMAN DI-02737 OMIM:607836 MeSH:D001327 
FOXE1_HUMAN DI-01267 OMIM:241850 MeSH:D002972 
FOXE1_HUMAN DI-01267 OMIM:241850 MeSH:D006201 
FOXE1_HUMAN DI-01267 OMIM:241850 MeSH:D007037 
FOXE1_HUMAN DI-04530 OMIM:616534 MeSH:D013964 
FOXE3_HUMAN DI-01416 OMIM:610256 MeSH:D001035 
FOXE3_HUMAN DI-04893 OMIM:612968 MeSH:D002386 
FOXE3_HUMAN DI-04950 OMIM:617349 MeSH:D017545 
FOXF1_HUMAN DI-02714 OMIM:265380 MeSH:D010547 
FOXG1_HUMAN DI-02790 OMIM:613454 MeSH:D015518 
FOXJ1_HUMAN DI-05715 OMIM:618699 MeSH:D002925 
FOXJ1_HUMAN DI-02868 OMIM:607154 MeSH:D006255 
FOXJ1_HUMAN DI-02868 OMIM:607154 MeSH:D012221 
FOXL2_HUMAN DI-01287 OMIM:110100 MeSH:D012868 
FOXL2_HUMAN DI-01287 OMIM:110100 MeSH:D016569 
FOXL2_HUMAN DI-02193 OMIM:608996 MeSH:D016649 
FOXN1_HUMAN DI-02357 OMIM:601705 MeSH:D000505 
FOXN1_HUMAN DI-05795 OMIM:242700 MeSH:D007153 
FOXN1_HUMAN DI-05787 OMIM:618806 MeSH:D008231 
FOXN1_HUMAN DI-02357 OMIM:601705 MeSH:D009260 
FOXO1_HUMAN DI-02699 OMIM:268220 MeSH:D018232 
FOXP1_HUMAN DI-02984 OMIM:613670 MeSH:D001321 
FOXP1_HUMAN DI-02984 OMIM:613670 MeSH:D007806 
FOXP1_HUMAN DI-02984 OMIM:613670 MeSH:D008607 
FOXP2_HUMAN DI-02320 OMIM:602081 MeSH:D001072 
FOXP2_HUMAN DI-02320 OMIM:602081 MeSH:D013064 
FPPS_HUMAN DI-04569 OMIM:616631 MeSH:D017499 
FRAS1_HUMAN DI-01627 OMIM:219000 MeSH:D058497 
FRDA_HUMAN DI-01630 OMIM:229300 MeSH:D005621 
FREM1_HUMAN DI-02627 OMIM:608980 MeSH:D000013 
FREM1_HUMAN DI-03386 OMIM:614485 MeSH:D003398 
FREM1_HUMAN DI-03215 OMIM:248450 MeSH:D005124 
FREM1_HUMAN DI-02627 OMIM:608980 MeSH:D009668 
FREM2_HUMAN DI-05544 OMIM:123570 MeSH:D005124 
FREM2_HUMAN DI-05544 OMIM:123570 MeSH:D005141 
FREM2_HUMAN DI-05098 OMIM:617666 MeSH:D058497 
FRG1_HUMAN DI-01545 OMIM:158900 MeSH:D020391 
FRIH_HUMAN DI-03942 OMIM:615517 MeSH:D006432 
FRIL_HUMAN DI-02044 OMIM:606159 MeSH:D001480 
FRIL_HUMAN DI-01718 OMIM:600886 MeSH:D002386 
FRIL_HUMAN DI-02044 OMIM:606159 MeSH:D019150 
FRIL_HUMAN DI-01718 OMIM:600886 MeSH:D019189 
